Timestamp,Source IP,Source Port,Destination IP,Destination Port,Protocol,Action,Severity,Country,Services,Packates,Incidents,Description
01-03-2023 22:38,192.168.1.5,12546,8.8.8.8,22,TCP,Block,High,India,Database,869,68,HTTP traffic allowed from internal network to external server
01-03-2023 22:10,192.168.1.5,45698,8.8.8.8,80,TCP,Allow,Medium,UK,News,442,70,HTTP traffic allowed from internal network to external server
01-04-2023 21:03,192.168.1.5,12546,10.0.0.3,80,TCP,Block,High,USA,Mail,697,68,HTTP traffic allowed from internal network to external server
01-02-2023 05:47,171.168.1.3,12345,10.0.0.1,22,TCP,Block,High,India,News,406,88,HTTP traffic allowed from internal network to external server
01-04-2023 05:15,172.168.1.1,45698,10.0.0.1,80,TCP,Allow,Medium,China,Database,566,80,SSH traffic allowed from trusted internal network to internal server
01-01-2023 17:09,171.168.1.3,67890,8.8.8.8,80,UDP,Allow,Medium,USA,Mail,496,79,DNS traffic blocked from suspicious source IP
01-04-2023 00:46,194.168.1.4,12345,10.0.0.3,22,TCP,Allow,Low,UK,Web Access,842,80,SSH traffic allowed from trusted internal network to internal server
01-04-2023 20:44,172.168.1.1,12546,10.0.0.1,22,TCP,Block,High,USA,Database,900,98,HTTP traffic allowed from internal network to external server
01-02-2023 12:03,192.168.1.5,67890,10.0.0.3,22,TCP,Block,High,USA,Database,958,68,DNS traffic blocked from suspicious source IP
01-03-2023 19:39,192.168.1.2,45678,8.8.8.8,53,TCP,Allow,Medium,India,News,352,61,HTTP traffic allowed from internal network to external server
01-01-2023 23:43,192.168.1.5,45698,8.8.4.4,22,UDP,Block,High,China,Web Access,562,88,HTTP traffic allowed from internal network to external server
01-02-2023 13:03,172.168.1.1,67890,8.8.4.4,80,TCP,Allow,Medium,India,Database,578,90,DNS traffic blocked from suspicious source IP
01-01-2023 23:25,171.168.1.3,45698,8.8.4.4,22,UDP,Allow,Low,India,News,376,98,HTTP traffic allowed from internal network to external server
01-02-2023 14:53,171.168.1.3,54321,8.8.8.8,80,UDP,Allow,Medium,UK,Mail,811,50,DNS traffic blocked from suspicious source IP
01-04-2023 20:14,171.168.1.3,54321,10.0.0.1,80,TCP,Allow,Medium,UK,Database,663,82,DNS traffic blocked from suspicious source IP
01-04-2023 19:31,192.168.1.2,12546,8.8.4.4,80,UDP,Allow,Medium,India,Mail,122,75,SSH traffic allowed from trusted internal network to internal server
01-04-2023 02:14,171.168.1.3,12345,10.0.0.2,80,TCP,Block,High,USA,Web Access,534,78,HTTP traffic allowed from internal network to external server
01-03-2023 20:35,192.168.1.2,12546,10.0.0.1,53,UDP,Block,High,China,Application Access,266,83,DNS traffic blocked from suspicious source IP
01-03-2023 10:23,192.168.1.5,45678,8.8.8.8,53,TCP,Allow,Medium,China,Database,396,51,HTTP traffic allowed from internal network to external server
01-04-2023 00:31,171.168.1.3,12546,10.0.0.3,22,TCP,Allow,Low,India,Mail,845,100,SSH traffic allowed from trusted internal network to internal server
01-01-2023 18:01,192.168.1.2,45678,10.0.0.2,80,TCP,Allow,Medium,India,News,540,99,SSH traffic allowed from trusted internal network to internal server
01-02-2023 06:21,194.168.1.4,45678,10.0.0.3,53,UDP,Allow,Medium,India,Web Access,658,95,DNS traffic blocked from suspicious source IP
01-02-2023 04:32,192.168.1.5,45678,10.0.0.1,53,UDP,Block,High,China,Mail,512,82,SSH traffic allowed from trusted internal network to internal server
01-04-2023 21:13,192.168.1.5,12345,10.0.0.3,53,UDP,Block,High,UK,Mail,682,72,DNS traffic blocked from suspicious source IP
01-03-2023 09:48,192.168.1.2,12345,10.0.0.3,80,TCP,Allow,Medium,USA,Web Access,483,71,DNS traffic blocked from suspicious source IP
01-04-2023 22:54,194.168.1.4,45698,10.0.0.1,22,TCP,Block,High,China,Web Access,382,54,HTTP traffic allowed from internal network to external server
01-04-2023 12:31,172.168.1.1,12345,10.0.0.2,80,TCP,Block,High,UK,Database,582,84,SSH traffic allowed from trusted internal network to internal server
01-04-2023 11:35,194.168.1.4,12345,8.8.4.4,22,UDP,Block,High,UK,Web Access,140,59,SSH traffic allowed from trusted internal network to internal server
01-04-2023 07:52,172.168.1.1,45678,10.0.0.2,80,TCP,Allow,Medium,UK,Application Access,601,81,DNS traffic blocked from suspicious source IP
01-03-2023 01:39,194.168.1.4,12345,10.0.0.1,22,UDP,Allow,Medium,China,Web Access,825,85,SSH traffic allowed from trusted internal network to internal server
01-04-2023 19:06,192.168.1.2,45698,8.8.8.8,22,UDP,Allow,Low,India,News,220,66,SSH traffic allowed from trusted internal network to internal server
01-02-2023 00:59,192.168.1.5,54321,10.0.0.3,80,UDP,Allow,Low,India,News,974,64,DNS traffic blocked from suspicious source IP
01-01-2023 16:36,172.168.1.1,54321,10.0.0.3,22,UDP,Allow,Medium,UK,Web Access,538,58,HTTP traffic allowed from internal network to external server
01-02-2023 01:42,171.168.1.3,12546,10.0.0.2,22,UDP,Allow,Medium,UK,Web Access,502,78,DNS traffic blocked from suspicious source IP
01-02-2023 03:26,171.168.1.3,12345,8.8.4.4,22,TCP,Allow,Low,India,Database,871,59,HTTP traffic allowed from internal network to external server
01-03-2023 20:40,194.168.1.4,54321,10.0.0.2,80,TCP,Allow,Low,UK,Application Access,196,93,SSH traffic allowed from trusted internal network to internal server
01-03-2023 12:23,192.168.1.2,45698,8.8.8.8,22,TCP,Block,High,USA,Mail,923,70,HTTP traffic allowed from internal network to external server
01-01-2023 20:18,194.168.1.4,12546,8.8.4.4,53,UDP,Allow,Medium,UK,Web Access,486,99,HTTP traffic allowed from internal network to external server
01-02-2023 01:13,172.168.1.1,45698,10.0.0.2,80,UDP,Allow,Medium,USA,Database,879,51,DNS traffic blocked from suspicious source IP
01-02-2023 18:41,194.168.1.4,67890,8.8.4.4,80,TCP,Block,High,India,Web Access,717,58,SSH traffic allowed from trusted internal network to internal server
01-01-2023 18:15,192.168.1.5,67890,10.0.0.2,22,UDP,Allow,Low,China,Web Access,107,83,SSH traffic allowed from trusted internal network to internal server
01-04-2023 22:56,194.168.1.4,12345,10.0.0.2,22,UDP,Allow,Low,USA,News,954,63,SSH traffic allowed from trusted internal network to internal server
01-01-2023 13:52,171.168.1.3,45698,10.0.0.2,22,UDP,Allow,Medium,UK,Web Access,692,100,SSH traffic allowed from trusted internal network to internal server
01-01-2023 03:53,192.168.1.5,12345,10.0.0.3,22,TCP,Allow,Medium,USA,Mail,613,91,HTTP traffic allowed from internal network to external server
01-04-2023 10:02,172.168.1.1,45678,8.8.8.8,22,UDP,Allow,Medium,India,Database,535,65,SSH traffic allowed from trusted internal network to internal server
01-04-2023 15:55,172.168.1.1,12546,8.8.8.8,80,TCP,Block,High,India,Mail,966,56,SSH traffic allowed from trusted internal network to internal server
01-03-2023 16:26,172.168.1.1,54321,8.8.4.4,53,TCP,Block,High,India,Application Access,811,61,HTTP traffic allowed from internal network to external server
01-03-2023 10:45,194.168.1.4,54321,8.8.4.4,53,UDP,Allow,Low,UK,Database,801,59,DNS traffic blocked from suspicious source IP
01-03-2023 15:45,171.168.1.3,54321,8.8.8.8,53,TCP,Block,High,China,Web Access,616,93,DNS traffic blocked from suspicious source IP
01-01-2023 15:25,172.168.1.1,67890,8.8.4.4,22,TCP,Allow,Medium,UK,Database,131,54,SSH traffic allowed from trusted internal network to internal server
01-03-2023 19:47,192.168.1.2,54321,8.8.4.4,53,TCP,Block,High,USA,Database,347,51,HTTP traffic allowed from internal network to external server
01-01-2023 09:42,194.168.1.4,45698,10.0.0.1,53,UDP,Allow,Low,UK,Mail,805,95,HTTP traffic allowed from internal network to external server
01-02-2023 18:03,192.168.1.5,45698,8.8.4.4,53,UDP,Allow,Medium,India,Database,537,61,DNS traffic blocked from suspicious source IP
01-02-2023 09:54,171.168.1.3,12546,10.0.0.2,22,TCP,Block,High,UK,News,628,97,DNS traffic blocked from suspicious source IP
01-04-2023 13:17,172.168.1.1,12546,8.8.4.4,22,UDP,Allow,Low,USA,Web Access,548,72,DNS traffic blocked from suspicious source IP
01-01-2023 03:52,172.168.1.1,45678,10.0.0.3,53,UDP,Allow,Low,UK,Mail,446,57,DNS traffic blocked from suspicious source IP
01-02-2023 03:40,194.168.1.4,67890,10.0.0.3,22,UDP,Allow,Low,China,Mail,185,69,DNS traffic blocked from suspicious source IP
01-01-2023 13:13,194.168.1.4,54321,8.8.8.8,22,UDP,Allow,Low,China,News,762,53,SSH traffic allowed from trusted internal network to internal server
01-01-2023 20:33,172.168.1.1,45698,10.0.0.2,22,TCP,Block,High,China,Web Access,402,95,HTTP traffic allowed from internal network to external server
01-02-2023 00:12,172.168.1.1,45678,10.0.0.1,53,TCP,Allow,Medium,USA,Web Access,544,51,DNS traffic blocked from suspicious source IP
01-04-2023 16:42,194.168.1.4,12546,10.0.0.2,53,TCP,Allow,Medium,China,Mail,900,59,HTTP traffic allowed from internal network to external server
01-02-2023 19:03,192.168.1.5,12546,10.0.0.3,22,UDP,Block,High,USA,News,981,91,HTTP traffic allowed from internal network to external server
01-01-2023 18:55,192.168.1.2,12345,10.0.0.2,53,UDP,Block,High,China,Application Access,140,52,DNS traffic blocked from suspicious source IP
01-02-2023 23:13,172.168.1.1,45678,8.8.4.4,80,TCP,Allow,Low,China,News,468,97,HTTP traffic allowed from internal network to external server
01-03-2023 18:56,194.168.1.4,45698,8.8.4.4,80,UDP,Block,High,China,Mail,124,75,SSH traffic allowed from trusted internal network to internal server
01-04-2023 00:41,192.168.1.5,45678,10.0.0.3,80,UDP,Block,High,USA,Mail,138,72,DNS traffic blocked from suspicious source IP
01-01-2023 21:04,172.168.1.1,12345,10.0.0.3,80,UDP,Allow,Medium,UK,Database,584,93,HTTP traffic allowed from internal network to external server
01-04-2023 22:33,192.168.1.2,45698,10.0.0.3,80,UDP,Block,High,India,Application Access,214,50,HTTP traffic allowed from internal network to external server
01-01-2023 12:02,192.168.1.2,12546,10.0.0.2,80,UDP,Allow,Low,UK,Database,168,79,SSH traffic allowed from trusted internal network to internal server
01-01-2023 13:04,192.168.1.5,45698,8.8.4.4,53,UDP,Block,High,China,News,418,100,DNS traffic blocked from suspicious source IP
01-04-2023 19:29,192.168.1.5,45698,8.8.8.8,80,UDP,Block,High,UK,Database,632,93,SSH traffic allowed from trusted internal network to internal server
01-03-2023 07:34,194.168.1.4,54321,8.8.8.8,22,TCP,Block,High,UK,Application Access,565,55,DNS traffic blocked from suspicious source IP
01-03-2023 14:53,194.168.1.4,45678,10.0.0.1,80,TCP,Allow,Low,China,Application Access,165,88,HTTP traffic allowed from internal network to external server
01-03-2023 03:36,192.168.1.5,45678,10.0.0.1,53,UDP,Block,High,China,News,336,87,SSH traffic allowed from trusted internal network to internal server
01-02-2023 12:42,194.168.1.4,45678,10.0.0.1,53,TCP,Allow,Low,China,Application Access,979,76,HTTP traffic allowed from internal network to external server
01-03-2023 18:01,192.168.1.2,12345,10.0.0.2,80,TCP,Allow,Low,India,Web Access,198,59,DNS traffic blocked from suspicious source IP
01-04-2023 21:45,194.168.1.4,45678,8.8.4.4,53,UDP,Allow,Medium,China,Application Access,422,74,HTTP traffic allowed from internal network to external server
01-03-2023 18:53,171.168.1.3,54321,10.0.0.1,53,TCP,Block,High,China,Application Access,244,94,DNS traffic blocked from suspicious source IP
01-02-2023 19:10,194.168.1.4,12546,10.0.0.1,22,TCP,Allow,Low,China,Application Access,128,63,DNS traffic blocked from suspicious source IP
01-04-2023 18:40,192.168.1.2,67890,10.0.0.3,53,UDP,Allow,Medium,China,News,781,65,SSH traffic allowed from trusted internal network to internal server
01-04-2023 06:57,171.168.1.3,12345,8.8.4.4,53,TCP,Block,High,India,Web Access,969,53,SSH traffic allowed from trusted internal network to internal server
01-01-2023 10:38,194.168.1.4,45698,10.0.0.1,53,UDP,Allow,Low,India,Application Access,836,66,HTTP traffic allowed from internal network to external server
01-03-2023 01:22,194.168.1.4,12345,10.0.0.2,53,TCP,Block,High,USA,Web Access,660,62,HTTP traffic allowed from internal network to external server
01-04-2023 21:44,172.168.1.1,12546,10.0.0.2,80,TCP,Allow,Medium,USA,Database,921,95,HTTP traffic allowed from internal network to external server
01-04-2023 04:50,194.168.1.4,12546,10.0.0.2,53,UDP,Allow,Low,UK,Mail,657,56,HTTP traffic allowed from internal network to external server
01-04-2023 09:17,172.168.1.1,67890,8.8.4.4,80,TCP,Allow,Medium,USA,Database,583,72,SSH traffic allowed from trusted internal network to internal server
01-03-2023 22:13,172.168.1.1,12345,10.0.0.2,53,TCP,Allow,Low,USA,Mail,565,80,HTTP traffic allowed from internal network to external server
01-01-2023 01:55,194.168.1.4,54321,8.8.8.8,53,UDP,Allow,Low,USA,News,998,59,SSH traffic allowed from trusted internal network to internal server
01-04-2023 23:54,194.168.1.4,12345,8.8.8.8,80,TCP,Allow,Low,India,Application Access,293,91,HTTP traffic allowed from internal network to external server
01-04-2023 16:57,172.168.1.1,45678,10.0.0.1,53,UDP,Allow,Low,India,Application Access,495,68,DNS traffic blocked from suspicious source IP
01-03-2023 21:28,192.168.1.2,45698,8.8.4.4,22,UDP,Allow,Medium,USA,Database,998,64,HTTP traffic allowed from internal network to external server
01-03-2023 22:31,192.168.1.5,12345,10.0.0.3,80,UDP,Allow,Medium,India,Web Access,726,93,HTTP traffic allowed from internal network to external server
01-04-2023 16:50,194.168.1.4,54321,10.0.0.2,22,TCP,Block,High,UK,Application Access,254,89,SSH traffic allowed from trusted internal network to internal server
01-04-2023 18:24,172.168.1.1,12345,10.0.0.3,22,TCP,Block,High,China,Web Access,771,87,DNS traffic blocked from suspicious source IP
01-04-2023 09:23,192.168.1.2,45678,8.8.4.4,22,TCP,Block,High,UK,News,148,72,DNS traffic blocked from suspicious source IP
01-03-2023 15:48,172.168.1.1,67890,10.0.0.1,22,UDP,Block,High,India,Web Access,316,66,SSH traffic allowed from trusted internal network to internal server
01-04-2023 21:54,192.168.1.2,12345,10.0.0.3,22,UDP,Allow,Low,India,Database,618,90,DNS traffic blocked from suspicious source IP
01-04-2023 15:31,192.168.1.2,12546,10.0.0.2,80,UDP,Block,High,India,Database,546,80,DNS traffic blocked from suspicious source IP
01-01-2023 12:50,172.168.1.1,45698,8.8.4.4,80,TCP,Allow,Low,UK,Application Access,159,76,HTTP traffic allowed from internal network to external server
01-03-2023 17:07,194.168.1.4,45678,10.0.0.3,22,TCP,Block,High,India,Application Access,901,73,HTTP traffic allowed from internal network to external server
01-04-2023 04:40,172.168.1.1,12546,10.0.0.3,22,TCP,Block,High,UK,Application Access,543,95,SSH traffic allowed from trusted internal network to internal server
01-02-2023 23:58,172.168.1.1,45698,8.8.4.4,53,UDP,Block,High,India,Mail,705,81,DNS traffic blocked from suspicious source IP
01-03-2023 21:13,172.168.1.1,12345,10.0.0.2,80,UDP,Block,High,USA,News,460,53,HTTP traffic allowed from internal network to external server
01-01-2023 22:06,194.168.1.4,67890,8.8.8.8,80,TCP,Block,High,USA,Web Access,758,75,HTTP traffic allowed from internal network to external server
01-01-2023 23:32,172.168.1.1,45698,8.8.8.8,53,TCP,Block,High,UK,Application Access,406,99,SSH traffic allowed from trusted internal network to internal server
01-04-2023 02:43,171.168.1.3,54321,8.8.8.8,22,TCP,Allow,Low,USA,Web Access,477,74,DNS traffic blocked from suspicious source IP
01-01-2023 11:59,172.168.1.1,45698,8.8.4.4,53,UDP,Block,High,USA,Application Access,258,63,SSH traffic allowed from trusted internal network to internal server
01-03-2023 15:08,171.168.1.3,67890,10.0.0.3,22,UDP,Block,High,India,News,243,85,HTTP traffic allowed from internal network to external server
01-01-2023 16:57,194.168.1.4,12546,10.0.0.1,80,TCP,Allow,Medium,UK,Mail,526,77,SSH traffic allowed from trusted internal network to internal server
